address,city,zip,price,beds,baths,sqft,year_built,lot_size,property_type,hoa_month,days_on_market,tract_geoid,county_name,dist_to_addison_mi,dist_to_lewisville_mi,latitude,longitude,redfin_url
11311 Audelia Rd #165,Dallas,75243,127000,2,1.5,890,1981,422488,Condo/Co-op,346,278,48113018508,Dallas,7.58,18.37,32.902378,-96.718839,https://www.redfin.com/TX/Dallas/11311-Audelia-Rd-75243/unit-165/home/31063974
11311 Audelia Rd #104,Dallas,75243,149000,2,2.5,1054,1982,422488,Condo/Co-op,393,387,48113018508,Dallas,7.56,18.35,32.903849,-96.718202,https://www.redfin.com/TX/Dallas/11311-Audelia-Rd-75243/unit-104/home/31063918
11311 Audelia Rd #221,Dallas,75243,139000,2,1.5,1017,1982,422488,Condo/Co-op,393,464,48113018508,Dallas,7.58,18.37,32.902378,-96.718839,https://www.redfin.com/TX/Dallas/11311-Audelia-Rd-75243/unit-221/home/31186691
11311 Audelia Rd #271,Dallas,75243,149000,2,2.5,1119,1982,422488,Condo/Co-op,421,587,48113018508,Dallas,7.58,18.37,32.902378,-96.718839,https://www.redfin.com/TX/Dallas/11311-Audelia-Rd-75243/unit-271/home/31186509
9601 Forest Ln #413,Dallas,75243,100000,2,1.0,823,1983,169448,Condo/Co-op,256,3,48113019035,Dallas,6.86,17.65,32.909986,-96.727794,https://www.redfin.com/TX/Dallas/9601-Forest-Ln-75243/unit-413/home/31169316
9906 Chimney Hill Ln,Dallas,75243,525000,4,2.5,2815,1978,10629,Single Family Residential,,6,48113019035,Dallas,6.66,17.44,32.9157161,-96.7280141,https://www.redfin.com/TX/Dallas/9906-Chimney-Hill-Ln-75243/home/31109746
10019 Hickory Xing,Dallas,75243,585000,3,3.0,2557,1979,9235,Single Family Residential,,7,48113019035,Dallas,6.9,17.69,32.9136634,-96.7245411,https://www.redfin.com/TX/Dallas/10019-Hickory-Xing-75243/home/31109647
12111 Cross Creek Dr,Dallas,75243,599000,4,3.0,2488,1979,9017,Single Family Residential,,14,48113019035,Dallas,6.91,17.7,32.9123567,-96.725189,https://www.redfin.com/TX/Dallas/12111-Cross-Creek-Dr-75243/home/31109742
10011 Hickory Xing,Dallas,75243,625000,5,4.0,3548,1979,9235,Single Family Residential,,26,48113019035,Dallas,6.88,17.66,32.9136751,-96.7250395,https://www.redfin.com/TX/Dallas/10011-Hickory-Xing-75243/home/31109649
12206 Wightman Pl,Dallas,75243,338550,3,2.5,1666,1977,2744,Single Family Residential,220,44,48113019035,Dallas,6.58,17.37,32.9133457,-96.7311035,https://www.redfin.com/TX/Dallas/12206-Wightman-Pl-75243/home/31109382
10118 Apple Creek Dr,Dallas,75243,523900,4,2.5,2649,1978,8756,Single Family Residential,,85,48113019035,Dallas,7.11,17.89,32.9143993,-96.720047,https://www.redfin.com/TX/Dallas/10118-Apple-Creek-Dr-75243/home/31110774
9601 Forest Ln #224,Dallas,75243,150000,2,1.0,868,1983,169427,Condo/Co-op,262,183,48113019035,Dallas,6.86,17.65,32.909986,-96.727794,https://www.redfin.com/TX/Dallas/9601-Forest-Ln-75243/unit-224/home/31169327
9601 Forest Ln #822,Dallas,75243,89900,1,1.0,687,1983,166094,Condo/Co-op,207,289,48113019035,Dallas,6.81,17.61,32.911393,-96.727756,https://www.redfin.com/TX/Dallas/9601-Forest-Ln-75243/unit-822/home/31169419
104 Bower Ln,Dallas,75243,150000,,,,,1263,Vacant Land,126,351,48113019035,Dallas,6.59,17.39,32.9120228,-96.7317135,https://www.redfin.com/TX/Dallas/104-Bower-Ln-75243/home/177843199
13611 Flagstone Ln,Dallas,75240,209500,2,2.0,1200,1970,1200,Townhouse,460,9,48113019208,Dallas,4.06,14.85,32.9322072,-96.7683476,https://www.redfin.com/TX/Dallas/13611-Flagstone-Ln-75240/home/31047501
13211 Emily Rd #1203,Dallas,75240,165000,1,1.0,838,1982,436,Condo/Co-op,349,15,48113019208,Dallas,4.32,15.11,32.9275932,-96.7663331,https://www.redfin.com/TX/Dallas/13211-Emily-Rd-75240/unit-1203/home/201398638
14025 Brookgreen Dr,Dallas,75240,160000,2,2.0,1148,1969,2962,Townhouse,433,19,48113019208,Dallas,4.37,15.15,32.9329091,-96.7619111,https://www.redfin.com/TX/Dallas/14025-Brookgreen-Dr-75240/home/31047555
13842 Methuen Green Ln,Dallas,75240,217999,2,2.0,1092,1969,3093,Townhouse,466,20,48113019208,Dallas,4.2,14.99,32.9328366,-96.7651816,https://www.redfin.com/TX/Dallas/13842-Methuen-Green-St-75240/home/31047393
13635 Weald Green St,Dallas,75240,270000,3,2.0,1272,1968,3267,Townhouse,466,22,48113019208,Dallas,4.07,14.85,32.9331621,-96.7675741,https://www.redfin.com/TX/Dallas/13635-Weald-Green-St-75240/home/31047472
13422 Blossomheath Ln,Dallas,75240,485000,3,2.0,2700,1965,9583,Single Family Residential,,31,48113019208,Dallas,4.16,14.95,32.9299419,-96.767888,https://www.redfin.com/TX/Dallas/13422-Blossomheath-Ln-75240/home/31047056
13357 Kit Ln,Dallas,75240,535000,6,4.0,3102,1968,18121,Single Family Residential,,31,48113019208,Dallas,4.24,15.03,32.930346,-96.766051,https://www.redfin.com/TX/Dallas/13357-Kit-Ln-75240/home/31047520
13217 Emily Rd #3210,Dallas,75240,140000,2,1.0,838,1982,90300,Condo/Co-op,175,48,48113019208,Dallas,4.33,15.12,32.9273564,-96.766326,https://www.redfin.com/TX/Dallas/13217-Emily-Rd-75240/unit-3210/home/59754064
13814 Brookgreen Dr,Dallas,75240,289999,3,2.5,1651,1969,3006,Townhouse,466,49,48113019208,Dallas,4.18,14.96,32.9324977,-96.7658499,https://www.redfin.com/TX/Dallas/13814-Brookgreen-Dr-75240/home/31047442
13351 Kit Ln,Dallas,75240,555000,6,4.0,3162,1968,11238,Multi-Family (2-4 Unit),,51,48113019208,Dallas,4.25,15.04,32.9300384,-96.7660546,https://www.redfin.com/TX/Dallas/13351-Kit-Ln-75240/home/31047521
8142 Clear Springs Rd,Dallas,75240,399000,3,2.0,1624,1965,9670,Single Family Residential,,58,48113019208,Dallas,4.07,14.83,32.9365757,-96.7656844,https://www.redfin.com/TX/Dallas/8142-Clear-Springs-Rd-75240/home/31047815
13217 Emily Rd #3207,Dallas,75240,159000,1,1.0,838,1982,90300,Condo/Co-op,349,64,48113019208,Dallas,4.33,15.12,32.9273564,-96.766326,https://www.redfin.com/TX/Dallas/13217-Emily-Rd-75240/unit-3207/home/31127131
13416 Blossomheath Ln #13418,Dallas,75240,475000,5,4.0,2700,1965,9496,Multi-Family (2-4 Unit),,70,48113019208,Dallas,4.14,14.94,32.9299471,-96.768156,https://www.redfin.com/TX/Dallas/13416-Blossomheath-Ln-75240/unit-13418/home/200564869
13652 Flagstone Ln,Dallas,75240,220000,3,2.0,1408,1970,4574,Townhouse,466,84,48113019208,Dallas,4.15,14.94,32.9316683,-96.7668787,https://www.redfin.com/TX/Dallas/13652-Flagstone-Ln-75240/home/31047600
13618 Brookgreen Dr,Dallas,75240,250000,3,2.0,1134,1968,3049,Townhouse,466,85,48113019208,Dallas,4.07,14.86,32.9325546,-96.7679857,https://www.redfin.com/TX/Dallas/13618-Brookgreen-Dr-75240/home/31047534
13632 Flagstone Ln,Dallas,75240,265000,2,2.0,1208,1970,3223,Condo/Co-op,460,156,48113019208,Dallas,4.11,14.91,32.931614,-96.767639,https://www.redfin.com/TX/Dallas/13632-Flagstone-Ln-75240/home/31047608
13849 Leinsper Green St,Dallas,75240,167000,3,2.0,1170,1969,3006,Condo/Co-op,466,173,48113019208,Dallas,4.13,14.92,32.9332907,-96.7662163,https://www.redfin.com/TX/Dallas/13849-Leinsper-Green-St-75240/home/31047677
8545 Midpark Rd #11,Dallas,75240,154900,2,1.0,896,1982,150935,Condo/Co-op,277,9,48113019213,Dallas,4.51,15.25,32.9369801,-96.7572162,https://www.redfin.com/TX/Dallas/8545-Midpark-Rd-75240/unit-11/home/31178810
8545 Midpark Rd #47,Dallas,75240,124000,1,1.0,703,1982,150935,Condo/Co-op,275,20,48113019213,Dallas,4.51,15.25,32.9369801,-96.7572162,https://www.redfin.com/TX/Dallas/8545-Midpark-Rd-75240/unit-47/home/31180285
2514 Carpenter Ave,Dallas,75215,420000,3,2.5,2157,2024,6621,Single Family Residential,,1,48113020800,Dallas,14.77,23.83,32.7547272,-96.7590234,https://www.redfin.com/TX/Dallas/2514-Carpenter-Ave-75215/home/30807921
2603 Pine St,Dallas,75215,259990,4,2.0,1534,2021,4922,Single Family Residential,,13,48113020800,Dallas,14.57,23.65,32.7576666,-96.7594617,https://www.redfin.com/TX/Dallas/2603-Pine-St-75215/home/30803120
2611 Pine St,Dallas,75215,119900,3,1.0,1296,1928,4879,Single Family Residential,,13,48113020800,Dallas,14.56,23.65,32.7578536,-96.7592407,https://www.redfin.com/TX/Dallas/2611-Pine-St-75215/home/30803118
3811 Hancock St,Dallas,75210,365000,4,2.0,2280,2026,7100,Single Family Residential,,14,48113020800,Dallas,14.5,23.92,32.7637413,-96.7413955,https://www.redfin.com/TX/Dallas/3811-Hancock-St-75210/home/30845728
2312 Stoneman St,Dallas,75215,449999,4,3.0,2106,2026,6273,Single Family Residential,,16,48113020800,Dallas,14.85,23.86,32.7530004,-96.7613099,https://www.redfin.com/TX/Dallas/2312-Stoneman-St-75215/home/30803889
2323 Stoneman St,Dallas,75215,264999,4,2.0,1480,1921,6970,Single Family Residential,,17,48113020800,Dallas,14.81,23.83,32.7534902,-96.7613886,https://www.redfin.com/TX/Dallas/2323-Stoneman-St-75215/home/30803866
2714 Stephenson Dr,Dallas,75215,210000,3,2.5,1225,2012,5358,Single Family Residential,,21,48113020800,Dallas,15.06,24.21,32.7520769,-96.7521428,https://www.redfin.com/TX/Dallas/2714-Stephenson-Dr-75215/home/30816491
2515 Macon St,Dallas,75215,305000,3,2.5,1500,2026,3267,Single Family Residential,,22,48113020800,Dallas,15.13,24.26,32.7508153,-96.7527409,https://www.redfin.com/TX/Dallas/2515-Macon-St-75215/home/30816512
2510 Southland St,Dallas,75215,105000,3,1.0,1096,1916,6229,Single Family Residential,,22,48113020800,Dallas,14.89,23.96,32.753321,-96.7576058,https://www.redfin.com/TX/Dallas/2510-Southland-St-75215/home/30807891
2614 Hooper St,Dallas,75215,250000,3,2.0,900,2022,5009,Single Family Residential,,23,48113020800,Dallas,15.33,24.49,32.7484917,-96.7500045,https://www.redfin.com/TX/Dallas/2614-Hooper-St-75215/home/30816312
2804 Frost Ave,Dallas,75215,305500,3,2.5,1756,2026,3615,Single Family Residential,,24,48113020800,Dallas,15.12,24.33,32.7522598,-96.7481997,https://www.redfin.com/TX/Dallas/2804-Frost-Ave-75215/home/30845755
2509 Saint Clair St,Dallas,75215,47500,,,,,2483,Vacant Land,,30,48113020800,Dallas,15.7,24.73,32.7418395,-96.7540915,https://www.redfin.com/TX/Dallas/2509-Saint-Clair-St-75215/home/197820473
2331 Lowery St,Dallas,75215,394900,4,3.5,2142,2026,2570,Single Family Residential,,30,48113020800,Dallas,15.48,24.5,32.744718,-96.75626,https://www.redfin.com/TX/Dallas/2331-Lowery-St-75215/home/30817265
2835 Macon St,Dallas,75215,279999,3,2.5,1500,2026,2614,Single Family Residential,,34,48113020800,Dallas,15.21,24.42,32.7508966,-96.7479416,https://www.redfin.com/TX/Dallas/2835-Macon-St-75215/home/30816376
2232 Hooper St,Dallas,75215,598000,6,5.0,3500,2024,5053,Multi-Family (2-4 Unit),,34,48113020800,Dallas,15.41,24.43,32.7455595,-96.7567961,https://www.redfin.com/TX/Dallas/2232-Hooper-St-75215/home/194929267
2230 Hooper St,Dallas,75215,299000,3,2.5,1750,2024,5053,Single Family Residential,,34,48113020800,Dallas,15.42,24.43,32.7455514,-96.7567349,https://www.redfin.com/TX/Dallas/2230-Hooper-St-75215/home/30816807
2408 Garden Dr,Dallas,75215,300000,4,2.0,1644,2020,5314,Single Family Residential,,35,48113020800,Dallas,15.08,24.15,32.7506968,-96.7562654,https://www.redfin.com/TX/Dallas/2408-Garden-Dr-75215/home/30813508
4607 Spring Garden St,Dallas,75215,99900,2,1.0,800,1928,5009,Single Family Residential,,36,48113020800,Dallas,14.51,23.81,32.7615665,-96.7480763,https://www.redfin.com/TX/Dallas/4607-Spring-Garden-St-75215/home/30804188
2651 Anderson St,Dallas,75215,214900,3,2.0,1266,2001,5140,Single Family Residential,,37,48113020800,Dallas,15.33,24.46,32.748192,-96.7513082,https://www.redfin.com/TX/Dallas/2651-Anderson-St-75215/home/30816727
4425 Rosine Ave,Dallas,75215,100000,,,,,4661,Vacant Land,,43,48113020800,Dallas,14.59,23.78,32.7587733,-96.7535603,https://www.redfin.com/TX/Dallas/4425-Rosine-Ave-75215/home/30803721
4306 Crozier St,Dallas,75215,190000,3,1.0,1042,1911,5212,Single Family Residential,,44,48113020800,Dallas,14.69,23.74,32.7555023,-96.7605895,https://www.redfin.com/TX/Dallas/4306-Crozier-St-75215/home/30803481
2532 Lowery St,Dallas,75215,309000,4,2.5,1750,2025,2496,Single Family Residential,,44,48113020800,Dallas,15.42,24.49,32.7461005,-96.7541058,https://www.redfin.com/TX/Dallas/2532-Lowery-St-75215/home/30817234
2715 Stephenson Dr,Dallas,75215,95000,,,,,5227,Vacant Land,,44,48113020800,Dallas,15.04,24.19,32.7523927,-96.7522221,https://www.redfin.com/TX/Dallas/2715-Stephenson-Dr-75215/home/30816489
4506 Roberts Ave,Dallas,75215,180000,2,2.0,1000,1946,5140,Single Family Residential,,48,48113020800,Dallas,14.49,23.77,32.7613989,-96.7496521,https://www.redfin.com/TX/Dallas/4506-Roberts-Ave-75215/home/30803567
3601 Sidney St,Dallas,75210,60000,,,,,4269,Vacant Land,,49,48113020800,Dallas,14.52,23.89,32.7625561,-96.7441323,https://www.redfin.com/TX/Dallas/3601-Sidney-St-75210/home/30845618
2851 Peary Ave,Dallas,75215,40000,,,,,3398,Vacant Land,,50,48113020800,Dallas,15.1,24.33,32.7529389,-96.7469979,https://www.redfin.com/TX/Dallas/2851-Peary-Ave-75215/home/30845762
2859 Peary Ave,Dallas,75215,40000,,,,,3441,Vacant Land,,50,48113020800,Dallas,15.09,24.33,32.7530943,-96.7468152,https://www.redfin.com/TX/Dallas/2859-Peary-Ave-75215/home/30845768
2415 Bethurum Ave,Dallas,75215,174500,3,2.0,1000,1921,4879,Single Family Residential,,50,48113020800,Dallas,15.49,24.53,32.7449362,-96.7548877,https://www.redfin.com/TX/Dallas/2415-Bethurum-Ave-75215/home/30817304
2739 Lawrence St,Dallas,75215,189000,3,2.0,1159,1924,7187,Single Family Residential,,51,48113020800,Dallas,14.84,24.01,32.7552858,-96.7528082,https://www.redfin.com/TX/Dallas/2739-Lawrence-St-75215/home/30816217
2247 Garden Dr,Dallas,75215,304900,4,2.0,1612,2026,4879,Single Family Residential,,52,48113020800,Dallas,15.13,24.15,32.7493605,-96.7588118,https://www.redfin.com/TX/Dallas/2247-Garden-Dr-75215/home/30813439
5307 Malcolm X Blvd,Dallas,75215,32900,,,,,3659,Vacant Land,,55,48113020800,Dallas,15.16,24.37,32.7516199,-96.7480606,https://www.redfin.com/TX/Dallas/5307-Malcolm-X-Blvd-75215/home/30816465
2511 Saint Clair Dr,Dallas,75215,47500,,,,,2483,Vacant Land,,55,48113020800,Dallas,15.7,24.73,32.7418817,-96.7540119,https://www.redfin.com/TX/Dallas/2511-Saint-Clair-Dr-75215/home/30817514
2550 Eugene St,Dallas,75215,259900,3,2.0,1416,2020,5706,Single Family Residential,,55,48113020800,Dallas,14.5,23.58,32.7584069,-96.760393,https://www.redfin.com/TX/Dallas/2550-Eugene-St-75215/home/30803156
4618 Spring Garden St,Dallas,75215,329999,3,2.0,1485,2026,6011,Single Family Residential,,55,48113020800,Dallas,14.53,23.84,32.7615266,-96.7474647,https://www.redfin.com/TX/Dallas/4618-Spring-Garden-St-75215/home/30804231
5402 Bexar St,Dallas,75215,292000,2,2.5,1464,2012,2004,Townhouse,,57,48113020800,Dallas,15.27,24.38,32.7485759,-96.7531851,https://www.redfin.com/TX/Dallas/5402-Bexar-St-75215/home/30816316
2317 Anderson St,Dallas,75215,222900,3,2.0,1623,1926,5009,Single Family Residential,,57,48113020800,Dallas,15.4,24.44,32.7460016,-96.7557588,https://www.redfin.com/TX/Dallas/2317-Anderson-St-75215/home/30817248
5216 Bexar St,Dallas,75215,75000,,,,,4356,Vacant Land,,62,48113020800,Dallas,15.17,24.29,32.75016,-96.7531975,https://www.redfin.com/TX/Dallas/5216-Bexar-St-75215/home/30816697
2637 Pine St,Dallas,75215,180000,2,1.0,760,1923,5576,Single Family Residential,,64,48113020800,Dallas,14.53,23.64,32.7584988,-96.7584872,https://www.redfin.com/TX/Dallas/2637-Pine-St-75215/home/30803430
5714 S Central Expy,Dallas,75215,175000,,,,,9496,Vacant Land,,64,48113020800,Dallas,15.64,24.62,32.742153,-96.757068,https://www.redfin.com/TX/Dallas/5714-S-Central-Expy-75215/home/30817278
2212 Marburg St,Dallas,75215,499000,4,3.0,2550,2026,7928,Single Family Residential,,65,48113020800,Dallas,14.97,23.95,32.7510714,-96.761822,https://www.redfin.com/TX/Dallas/2212-Marburg-St-75215/home/30803912
2414 Anderson St,Dallas,75215,325000,4,3.5,1940,2025,1873,Single Family Residential,,70,48113020800,Dallas,15.4,24.45,32.7462003,-96.754949,https://www.redfin.com/TX/Dallas/2414-Anderson-St-75215/home/30817262
3703 York St,Dallas,75210,299000,3,2.5,1699,2025,3267,Single Family Residential,,71,48113020800,Dallas,14.35,23.72,32.7648706,-96.7455552,https://www.redfin.com/TX/Dallas/3703-York-St-75210/home/30811152
2731 Marburg St,Dallas,75215,449990,4,3.0,2369,2026,7449,Single Family Residential,,78,48113020800,Dallas,14.67,23.82,32.7571129,-96.7553421,https://www.redfin.com/TX/Dallas/2731-Marburg-St-75215/home/30807950
3926 Sidney St,Dallas,75210,129000,,,,,7057,Vacant Land,,79,48113020800,Dallas,14.44,23.88,32.7649373,-96.7407081,https://www.redfin.com/TX/Dallas/3926-Sidney-St-75210/home/30845726
2419 Harding St,Dallas,75215,149000,2,1.0,736,1925,6229,Single Family Residential,,83,48113020800,Dallas,15.13,24.21,32.7502301,-96.7554938,https://www.redfin.com/TX/Dallas/2419-Harding-St-75215/home/30816847
2861 Farragut St,Dallas,75215,32000,,,,,4051,Vacant Land,,86,48113020800,Dallas,15.01,24.25,32.7540305,-96.7477045,https://www.redfin.com/TX/Dallas/2861-Farragut-St-75215/home/30845964
2707 Carpenter Ave,Dallas,75215,245000,3,2.0,1881,2021,5227,Single Family Residential,,97,48113020800,Dallas,14.65,23.77,32.7571513,-96.7567637,https://www.redfin.com/TX/Dallas/2707-Carpenter-Ave-75215/home/30803366
2525 Saint Clair Dr,Dallas,75215,110000,,,,,7057,Vacant Land,,98,48113020800,Dallas,15.68,24.72,32.742338,-96.7536208,https://www.redfin.com/TX/Dallas/2525-Saint-Clair-Dr-75215/home/30817502
3610 Bertrand Ave,Dallas,75210,190000,3,1.0,1406,1942,6490,Single Family Residential,,101,48113020800,Dallas,14.34,23.69,32.7647536,-96.7464132,https://www.redfin.com/TX/Dallas/3610-Bertrand-Ave-75210/home/30811318
3323 Reed Ln,Dallas,75215,400000,4,2.0,1890,2026,7492,Single Family Residential,,104,48113020800,Dallas,14.28,23.57,32.7644177,-96.7506329,https://www.redfin.com/TX/Dallas/3323-Reed-Ln-75215/home/30804406
2837 Elsie Faye Heggins St,Dallas,75215,245900,3,2.0,1150,1950,6186,Single Family Residential,,104,48113020800,Dallas,14.73,23.93,32.7571501,-96.7520659,https://www.redfin.com/TX/Dallas/2837-Elsie-Faye-Heggins-St-75215/home/30803619
4811 Huey St,Dallas,75210,265000,0,2.0,1396,2022,4443,Single Family Residential,,120,48113020800,Dallas,14.56,23.94,32.7621321,-96.7435567,https://www.redfin.com/TX/Dallas/4811-Huey-St-75210/home/30845611
2432 Saint Clair Dr,Dallas,75215,380000,3,3.5,1750,2024,2526,Single Family Residential,,148,48113020800,Dallas,15.76,24.77,32.740926,-96.7545771,https://www.redfin.com/TX/Dallas/2432-Saint-Clair-Dr-75215/home/30817471
3815 Cauthorn,Dallas,75210,135000,3,2.0,1604,1948,7100,Single Family Residential,,150,48113020800,Dallas,14.59,24.01,32.7627932,-96.7403427,https://www.redfin.com/TX/Dallas/3815-Cauthorn-Dr-75210/home/30846418
3626 Carpenter Ave,Dallas,75210,300000,2,1.0,784,1951,9670,Single Family Residential,,162,48113020800,Dallas,14.25,23.62,32.7658994,-96.7467466,https://www.redfin.com/TX/Dallas/3626-Carpenter-Ave-75210/home/30811330
2331 Bethurum Ave,Dallas,75215,309000,3,2.5,1700,2025,5009,Single Family Residential,,162,48113020800,Dallas,15.52,24.54,32.7442774,-96.7556525,https://www.redfin.com/TX/Dallas/2331-Bethurum-Ave-75215/home/30817326
4211 Malcolm X Blvd,Dallas,75215,65000,,,,,,Vacant Land,,162,48113020800,Dallas,14.52,23.66,32.758986,-96.756901,https://www.redfin.com/TX/Dallas/4211-Malcolm-BLVD-Unknown/home/188744251
2633 Macon St,Dallas,75215,234800,3,2.5,1701,2023,4356,Single Family Residential,,164,48113020800,Dallas,15.16,24.31,32.7508625,-96.7510938,https://www.redfin.com/TX/Dallas/2633-Macon-St-75215/home/30816563
2406 Bethurum Ave,Dallas,75215,145000,3,1.0,1164,1916,5140,Single Family Residential,,169,48113020800,Dallas,15.52,24.56,32.7444945,-96.7548529,https://www.redfin.com/TX/Dallas/2406-Bethurum-Ave-75215/home/30817387
3830 York St,Dallas,75210,190000,3,1.5,1006,1947,5619,Single Family Residential,,180,48113020800,Dallas,14.32,23.74,32.765957,-96.7432537,https://www.redfin.com/TX/Dallas/3830-York-St-75210/home/30845656
2239 Anderson St,Dallas,75215,240000,3,2.5,1630,2021,2526,Single Family Residential,,195,48113020800,Dallas,15.44,24.45,32.7452503,-96.7566823,https://www.redfin.com/TX/Dallas/2239-Anderson-St-75215/home/30816790
2850 Frost Ave,Dallas,75215,40000,,,,,3572,Vacant Land,,195,48113020800,Dallas,15.08,24.32,32.7531173,-96.7472013,https://www.redfin.com/TX/Dallas/2850-Frost-Ave-75215/home/30845773
3115 Bertrand Ave,Dallas,75215,239900,3,2.0,1306,1953,11064,Single Family Residential,,198,48113020800,Dallas,14.5,23.75,32.7609594,-96.7510213,https://www.redfin.com/TX/Dallas/3115-Bertrand-Ave-75215/home/30804175
3601 Hancock St,Dallas,75210,65000,,,,,6534,Vacant Land,,224,48113020800,Dallas,14.57,23.95,32.7620649,-96.7433321,https://www.redfin.com/TX/Dallas/3601-Hancock-St-75210/home/30845616
2603 Ghent St,Dallas,75215,569785,4,3.5,3135,2025,4835,Single Family Residential,,247,48113020800,Dallas,15.26,24.42,32.7494459,-96.7504903,https://www.redfin.com/TX/Dallas/2603-Ghent-St-75215/home/30816658
4623 Spring Garden Rd,Dallas,75215,160000,3,1.0,1072,1928,6100,Single Family Residential,,253,48113020800,Dallas,14.55,23.85,32.7611485,-96.7477072,https://www.redfin.com/TX/Dallas/4623-Spring-Garden-St-75215/home/30804239
2350 Scott St,Dallas,75215,283500,3,2.5,1641,2025,5053,Single Family Residential,,258,48113020800,Dallas,15.68,24.68,32.7417139,-96.7558939,https://www.redfin.com/TX/Dallas/2350-Scott-St-75215/home/197168844
2346 Scott St,Dallas,75215,283500,3,2.5,1641,2025,5053,Single Family Residential,,258,48113020800,Dallas,15.66,24.67,32.7421908,-96.7553409,https://www.redfin.com/TX/Dallas/2346-Scott-St-75215/home/30817402
4026 Myrtle St,Dallas,75215,200000,3,2.0,1212,1923,7405,Single Family Residential,,266,48113020800,Dallas,14.48,23.6,32.7592879,-96.7583457,https://www.redfin.com/TX/Dallas/4026-Myrtle-St-75215/home/30803427
4317 Malcolm X Blvd,Dallas,75215,110000,,,,,10237,Vacant Land,,934,48113020800,Dallas,14.59,23.74,32.758243,-96.755874,https://www.redfin.com/TX/Dallas/4317-S-Malcolm-X-Blvd-75215/home/56582626
1527 Padgitt Ave,Dallas,75203,219000,3,1.0,1000,1925,7536,Single Family Residential,,2,48113021000,Dallas,15.22,23.43,32.7412883,-96.7989791,https://www.redfin.com/TX/Dallas/1527-Padgitt-Ave-75203/home/30837317
1102 Church St,Dallas,75203,299900,3,2.0,1261,1925,5358,Single Family Residential,,5,48113021000,Dallas,14.55,22.62,32.7502674,-96.8083042,https://www.redfin.com/TX/Dallas/1102-Church-St-75203/home/30825994
404 Pecan Dr,Dallas,75203,499900,4,3.5,2600,2026,3920,Single Family Residential,,7,48113021000,Dallas,14.5,22.74,32.7515039,-96.8015162,https://www.redfin.com/TX/Dallas/404-Pecan-Dr-75203/home/31042983
1423 Hendricks Ave,Dallas,75216,145000,,,,,7187,Vacant Land,,8,48113021000,Dallas,15.4,23.53,32.7384283,-96.8014624,https://www.redfin.com/TX/Dallas/1423-Hendricks-Ave-75216/home/30833063
1547 S Denley Dr,Dallas,75216,84900,,,,,7710,Vacant Land,,9,48113021000,Dallas,16.1,24.07,32.7279439,-96.8057322,https://www.redfin.com/TX/Dallas/1547-S-Denley-Dr-75216/home/147934332
1415 Fayette St,Dallas,75203,649999,4,4.0,3000,2026,4748,Single Family Residential,,13,48113021000,Dallas,15.13,23.29,32.7422915,-96.8017229,https://www.redfin.com/TX/Dallas/1415-Fayette-St-75203/home/30849476
1228 Valley St,Dallas,75203,194900,2,1.0,1173,1930,3659,Single Family Residential,,14,48113021000,Dallas,15.03,23.11,32.7434542,-96.8057308,https://www.redfin.com/TX/Dallas/1228-Valley-St-75203/home/30829488
1431 Carson St,Dallas,75216,299000,3,2.0,1345,1949,7013,Single Family Residential,,14,48113021000,Dallas,15.93,23.89,32.7302603,-96.8069319,https://www.redfin.com/TX/Dallas/1431-Carson-St-75216/home/30835226
1320 Compton St,Dallas,75203,519900,4,2.5,2312,2023,4138,Single Family Residential,,16,48113021000,Dallas,15.07,23.17,32.7429402,-96.8047053,https://www.redfin.com/TX/Dallas/1320-Compton-St-75203/home/30829504
1627 Stella Ave,Dallas,75216,24999,,,,,12632,Vacant Land,,17,48113021000,Dallas,16.06,24.17,32.728951,-96.7993989,https://www.redfin.com/TX/Dallas/1627-Stella-Ave-75216/home/31137238
1511 Morrell Ave,Dallas,75203,530000,4,3.0,2288,2026,7754,Single Family Residential,,17,48113021000,Dallas,15.35,23.53,32.7393388,-96.7996217,https://www.redfin.com/TX/Dallas/1511-Morrell-Ave-75203/home/30837186
810 E 12th St,Dallas,75203,1400000,,,,1925,7144,Vacant Land,,18,48113021000,Dallas,14.97,22.91,32.7439052,-96.8122517,https://www.redfin.com/TX/Dallas/810-E-12th-St-75203/home/30826131
423 N Moore St,Dallas,75203,369000,3,2.5,2102,2026,2531,Single Family Residential,,20,48113021000,Dallas,14.33,22.53,32.753716,-96.8039992,https://www.redfin.com/TX/Dallas/423-N-Moore-St-75203/home/31043090
806 E 12th St,Dallas,75203,1400000,,,,1945,6142,Vacant Land,,20,48113021000,Dallas,14.96,22.9,32.7439482,-96.8124015,https://www.redfin.com/TX/Dallas/806-E-12th-St-75203/home/30826134
814 E 12th St,Dallas,75203,1400000,,,,,6142,Vacant Land,,20,48113021000,Dallas,14.96,22.91,32.7439824,-96.8121918,https://www.redfin.com/TX/Dallas/814-E-12th-St-75203/home/30826130
1239 Whitaker Ave,Dallas,75216,315000,4,2.0,1498,1940,6403,Single Family Residential,,21,48113021000,Dallas,15.65,23.61,32.7341991,-96.8084256,https://www.redfin.com/TX/Dallas/1239-Whitaker-Ave-75216/home/30834852
1023 Church St,Dallas,75203,329999,3,2.0,1903,2025,5358,Single Family Residential,,28,48113021000,Dallas,14.52,22.59,32.7506247,-96.8087723,https://www.redfin.com/TX/Dallas/1023-Church-St-75203/home/30825988
